ID;EMPRESA;CATEGORIA;DETALHE;IMPACTO;ACAO_RECOMENDADA
"217";"Conselho Regional de Farmacia do Estado da Bahia Conselho Regional de Farmacia do Estado da Bahia";"Faixas Etárias Vazias";"Qnt_Faixa_Etaria: ""(vazio)"", Faixa_Etaria: ""(vazio)""";"Proposta sem discriminação de faixas etárias; cálculo baseado apenas no total de vidas consolidado";"Manter vazio; cadastrar faixas somente se fornecidas formalmente pelo corretor"
"218";"Diagson Diagnostico em Ultra Sonografia Med Fetal LTDA";"Faixas Etárias Vazias";"Qnt_Faixa_Etaria: ""(vazio)"", Faixa_Etaria: ""(vazio)""";"Proposta sem discriminação de faixas etárias; cálculo baseado apenas no total de vidas consolidado";"Manter vazio; cadastrar faixas somente se fornecidas formalmente pelo corretor"
"219";"GUABI NUTRICAO E SAUDE ANIMAL LTDA";"Faixas Etárias Vazias";"Qnt_Faixa_Etaria: ""(vazio)"", Faixa_Etaria: ""(vazio)""";"Proposta sem discriminação de faixas etárias; cálculo baseado apenas no total de vidas consolidado";"Manter vazio; cadastrar faixas somente se fornecidas formalmente pelo corretor"
"220";"Monte Libano";"Faixas Etárias Vazias";"Qnt_Faixa_Etaria: ""(vazio)"", Faixa_Etaria: ""(vazio)""";"Proposta sem discriminação de faixas etárias; cálculo baseado apenas no total de vidas consolidado";"Manter vazio; cadastrar faixas somente se fornecidas formalmente pelo corretor"
"221";"ASSOCIACAO COMERCIAL E INDUSTRIAL DE SAO FELIPE";"Faixas Etárias Vazias";"Qnt_Faixa_Etaria: ""(vazio)"", Faixa_Etaria: ""(vazio)""";"Proposta sem discriminação de faixas etárias; cálculo baseado apenas no total de vidas consolidado";"Manter vazio; cadastrar faixas somente se fornecidas formalmente pelo corretor"
"224";"FERREIRA COSTA & CIA LTDA";"Faixas Etárias Vazias";"Qnt_Faixa_Etaria: ""(vazio)"", Faixa_Etaria: ""(vazio)""";"Proposta sem discriminação de faixas etárias; cálculo baseado apenas no total de vidas consolidado";"Manter vazio; cadastrar faixas somente se fornecidas formalmente pelo corretor"
"225";"REDE BRASILEIRA DE DIAGNOSTICOS";"Faixas Etárias Vazias";"Qnt_Faixa_Etaria: ""(vazio)"", Faixa_Etaria: ""(vazio)""";"Proposta sem discriminação de faixas etárias; cálculo baseado apenas no total de vidas consolidado";"Manter vazio; cadastrar faixas somente se fornecidas formalmente pelo corretor"
"226";"AL COMERCIO E ATACADO DE ALIMENTOS LTDA";"Faixas Etárias Vazias";"Qnt_Faixa_Etaria: ""(vazio)"", Faixa_Etaria: ""(vazio)""";"Proposta sem discriminação de faixas etárias; cálculo baseado apenas no total de vidas consolidado";"Manter vazio; cadastrar faixas somente se fornecidas formalmente pelo corretor"
"227";"CSP INDUSTRIA E COMERCIO DE SACOS DE PAPEIS E PLASTICOS LTDA";"Faixas Etárias Vazias";"Qnt_Faixa_Etaria: ""(vazio)"", Faixa_Etaria: ""(vazio)""";"Proposta sem discriminação de faixas etárias; cálculo baseado apenas no total de vidas consolidado";"Manter vazio; cadastrar faixas somente se fornecidas formalmente pelo corretor"
"228";"REFRIAL DISTRIBUIDORA COMERCIAL DE MAQUINAS E PEÇAS LTDA";"Faixas Etárias Vazias";"Qnt_Faixa_Etaria: ""(vazio)"", Faixa_Etaria: ""(vazio)""";"Proposta sem discriminação de faixas etárias; cálculo baseado apenas no total de vidas consolidado";"Manter vazio; cadastrar faixas somente se fornecidas formalmente pelo corretor"
"229";"CASA BMensalidadeINI";"Faixas Etárias Vazias";"Qnt_Faixa_Etaria: ""(vazio)"", Faixa_Etaria: ""(vazio)""";"Proposta sem discriminação de faixas etárias; cálculo baseado apenas no total de vidas consolidado";"Manter vazio; cadastrar faixas somente se fornecidas formalmente pelo corretor"
"230";"LUNA ROSA ITALIAN FOOD LTDA";"Faixas Etárias Vazias";"Qnt_Faixa_Etaria: ""(vazio)"", Faixa_Etaria: ""(vazio)""";"Proposta sem discriminação de faixas etárias; cálculo baseado apenas no total de vidas consolidado";"Manter vazio; cadastrar faixas somente se fornecidas formalmente pelo corretor"
"231";"ABRIGO SALVADOR";"Faixas Etárias Vazias";"Qnt_Faixa_Etaria: ""(vazio)"", Faixa_Etaria: ""(vazio)""";"Proposta sem discriminação de faixas etárias; cálculo baseado apenas no total de vidas consolidado";"Manter vazio; cadastrar faixas somente se fornecidas formalmente pelo corretor"
"232";"SAGA FACILITIES SERVICOS DE MANUTENCAO DE EQUIPAMENTOS LTDA";"Faixas Etárias Vazias";"Qnt_Faixa_Etaria: ""(vazio)"", Faixa_Etaria: ""(vazio)""";"Proposta sem discriminação de faixas etárias; cálculo baseado apenas no total de vidas consolidado";"Manter vazio; cadastrar faixas somente se fornecidas formalmente pelo corretor"
"233";"MANTECON MATERIAL DE CONSTRUCAO LTDA";"Faixas Etárias Vazias";"Qnt_Faixa_Etaria: ""(vazio)"", Faixa_Etaria: ""(vazio)""";"Proposta sem discriminação de faixas etárias; cálculo baseado apenas no total de vidas consolidado";"Manter vazio; cadastrar faixas somente se fornecidas formalmente pelo corretor"
"234";"MATRIZ LEGACY";"Faixas Etárias Vazias";"Qnt_Faixa_Etaria: ""(vazio)"", Faixa_Etaria: ""(vazio)""";"Proposta sem discriminação de faixas etárias; cálculo baseado apenas no total de vidas consolidado";"Manter vazio; cadastrar faixas somente se fornecidas formalmente pelo corretor"
"239";"STAUMMAQ SERVIÇOS TÉCNICOS AUTOMAÇÃO MOTORES E MÁQUINAS LTDA / ELÉTRICA MOTORES COMERCIAL LTDA";"Faixas Etárias Vazias";"Qnt_Faixa_Etaria: ""(vazio)"", Faixa_Etaria: ""(vazio)""";"Proposta sem discriminação de faixas etárias; cálculo baseado apenas no total de vidas consolidado";"Manter vazio; cadastrar faixas somente se fornecidas formalmente pelo corretor"
"240";"PROMAM COMERCIO SERVICOS LTDA ME";"Faixas Etárias Vazias";"Qnt_Faixa_Etaria: ""(vazio)"", Faixa_Etaria: ""(vazio)""";"Proposta sem discriminação de faixas etárias; cálculo baseado apenas no total de vidas consolidado";"Manter vazio; cadastrar faixas somente se fornecidas formalmente pelo corretor"
"241";"REDE BRASILEIRA DE DIAGNOSTICOS";"Faixas Etárias Vazias";"Qnt_Faixa_Etaria: ""(vazio)"", Faixa_Etaria: ""(vazio)""";"Proposta sem discriminação de faixas etárias; cálculo baseado apenas no total de vidas consolidado";"Manter vazio; cadastrar faixas somente se fornecidas formalmente pelo corretor"
"242";"CORPVS - CORPO DE VIGILANTES PARTICULARES LTDA";"Faixas Etárias Vazias";"Qnt_Faixa_Etaria: ""(vazio)"", Faixa_Etaria: ""(vazio)""";"Proposta sem discriminação de faixas etárias; cálculo baseado apenas no total de vidas consolidado";"Manter vazio; cadastrar faixas somente se fornecidas formalmente pelo corretor"
"243";"ABADEF-ASSOCIAÇÃO BAIANA DE DEFICIENTES FISICOs";"Faixas Etárias Vazias";"Qnt_Faixa_Etaria: ""(vazio)"", Faixa_Etaria: ""(vazio)""";"Proposta sem discriminação de faixas etárias; cálculo baseado apenas no total de vidas consolidado";"Manter vazio; cadastrar faixas somente se fornecidas formalmente pelo corretor"
"244";"LPATSA ALIMENTACAO E TERCEIRIZACAO DE SERVICOS ADMINISTRATIVOS LTDA";"Faixas Etárias Vazias";"Qnt_Faixa_Etaria: ""(vazio)"", Faixa_Etaria: ""(vazio)""";"Proposta sem discriminação de faixas etárias; cálculo baseado apenas no total de vidas consolidado";"Manter vazio; cadastrar faixas somente se fornecidas formalmente pelo corretor"
"245";"BARATEADO DISTRIBUIDORA E COMERCIO ONLINE";"Faixas Etárias Vazias";"Qnt_Faixa_Etaria: ""(vazio)"", Faixa_Etaria: ""(vazio)""";"Proposta sem discriminação de faixas etárias; cálculo baseado apenas no total de vidas consolidado";"Manter vazio; cadastrar faixas somente se fornecidas formalmente pelo corretor"
"248";"PARCEIRO SEGURANCA LTDA";"Faixas Etárias Vazias";"Qnt_Faixa_Etaria: ""(vazio)"", Faixa_Etaria: ""(vazio)""";"Proposta sem discriminação de faixas etárias; cálculo baseado apenas no total de vidas consolidado";"Manter vazio; cadastrar faixas somente se fornecidas formalmente pelo corretor"
"249";"PRIME LOG SERVIÇOS E LOGISTICA LTDA";"Faixas Etárias Vazias";"Qnt_Faixa_Etaria: ""(vazio)"", Faixa_Etaria: ""(vazio)""";"Proposta sem discriminação de faixas etárias; cálculo baseado apenas no total de vidas consolidado";"Manter vazio; cadastrar faixas somente se fornecidas formalmente pelo corretor"
"250";"IPLASA INDUSTRIA DE PLASTICOS SALVADOR LTDA";"Faixas Etárias Vazias";"Qnt_Faixa_Etaria: ""(vazio)"", Faixa_Etaria: ""(vazio)""";"Proposta sem discriminação de faixas etárias; cálculo baseado apenas no total de vidas consolidado";"Manter vazio; cadastrar faixas somente se fornecidas formalmente pelo corretor"
"251";"DIVEPE AUTOMOVEIS LTDA";"Faixas Etárias Vazias";"Qnt_Faixa_Etaria: ""(vazio)"", Faixa_Etaria: ""(vazio)""";"Proposta sem discriminação de faixas etárias; cálculo baseado apenas no total de vidas consolidado";"Manter vazio; cadastrar faixas somente se fornecidas formalmente pelo corretor"
"252";"TRANSLIX LOGISTICA MensalidadeIENTAL LTDA";"Faixas Etárias Vazias";"Qnt_Faixa_Etaria: ""(vazio)"", Faixa_Etaria: ""(vazio)""";"Proposta sem discriminação de faixas etárias; cálculo baseado apenas no total de vidas consolidado";"Manter vazio; cadastrar faixas somente se fornecidas formalmente pelo corretor"
"253";"CONCEPT - ON RENTAL l CONCEPT - ON";"Faixas Etárias Vazias";"Qnt_Faixa_Etaria: ""(vazio)"", Faixa_Etaria: ""(vazio)""";"Proposta sem discriminação de faixas etárias; cálculo baseado apenas no total de vidas consolidado";"Manter vazio; cadastrar faixas somente se fornecidas formalmente pelo corretor"
"254";"LUNA ROSA ITALIAN FOOD LTDA";"Faixas Etárias Vazias";"Qnt_Faixa_Etaria: ""(vazio)"", Faixa_Etaria: ""(vazio)""";"Proposta sem discriminação de faixas etárias; cálculo baseado apenas no total de vidas consolidado";"Manter vazio; cadastrar faixas somente se fornecidas formalmente pelo corretor"
"255";"RESTAURANTE KAM SUSHI LTDA";"Faixas Etárias Vazias";"Qnt_Faixa_Etaria: ""(vazio)"", Faixa_Etaria: ""(vazio)""";"Proposta sem discriminação de faixas etárias; cálculo baseado apenas no total de vidas consolidado";"Manter vazio; cadastrar faixas somente se fornecidas formalmente pelo corretor"
"256";"KANDANGO CATEDRAL";"Faixas Etárias Vazias";"Qnt_Faixa_Etaria: ""(vazio)"", Faixa_Etaria: ""(vazio)""";"Proposta sem discriminação de faixas etárias; cálculo baseado apenas no total de vidas consolidado";"Manter vazio; cadastrar faixas somente se fornecidas formalmente pelo corretor"
"257";"WD CONSTRUÇÃO DE MONTAGEM LTDA";"Faixas Etárias Vazias";"Qnt_Faixa_Etaria: ""(vazio)"", Faixa_Etaria: ""(vazio)""";"Proposta sem discriminação de faixas etárias; cálculo baseado apenas no total de vidas consolidado";"Manter vazio; cadastrar faixas somente se fornecidas formalmente pelo corretor"
"258";"TRANSPOLO";"Faixas Etárias Vazias";"Qnt_Faixa_Etaria: ""(vazio)"", Faixa_Etaria: ""(vazio)""";"Proposta sem discriminação de faixas etárias; cálculo baseado apenas no total de vidas consolidado";"Manter vazio; cadastrar faixas somente se fornecidas formalmente pelo corretor"
"259";"MASTER SERVICO DE ESCRITORIO DE ADMNISTRACAO LTDA";"Faixas Etárias Vazias";"Qnt_Faixa_Etaria: ""(vazio)"", Faixa_Etaria: ""(vazio)""";"Proposta sem discriminação de faixas etárias; cálculo baseado apenas no total de vidas consolidado";"Manter vazio; cadastrar faixas somente se fornecidas formalmente pelo corretor"
"260";"ARQTEC ENGENHARIA LTDA";"Faixas Etárias Vazias";"Qnt_Faixa_Etaria: ""(vazio)"", Faixa_Etaria: ""(vazio)""";"Proposta sem discriminação de faixas etárias; cálculo baseado apenas no total de vidas consolidado";"Manter vazio; cadastrar faixas somente se fornecidas formalmente pelo corretor"
"261";"UEHARA APOIO ADMNISTRATIVO LTDA";"Faixas Etárias Vazias";"Qnt_Faixa_Etaria: ""(vazio)"", Faixa_Etaria: ""(vazio)""";"Proposta sem discriminação de faixas etárias; cálculo baseado apenas no total de vidas consolidado";"Manter vazio; cadastrar faixas somente se fornecidas formalmente pelo corretor"
"262";"IPM INDUSTRIA DE PRODUTOS METALURGICOS LTDA";"Faixas Etárias Vazias";"Qnt_Faixa_Etaria: ""(vazio)"", Faixa_Etaria: ""(vazio)""";"Proposta sem discriminação de faixas etárias; cálculo baseado apenas no total de vidas consolidado";"Manter vazio; cadastrar faixas somente se fornecidas formalmente pelo corretor"
"263";"BMF ENGENHARIA";"Faixas Etárias Vazias";"Qnt_Faixa_Etaria: ""(vazio)"", Faixa_Etaria: ""(vazio)""";"Proposta sem discriminação de faixas etárias; cálculo baseado apenas no total de vidas consolidado";"Manter vazio; cadastrar faixas somente se fornecidas formalmente pelo corretor"
"264";"SINDICATO DOS TRABALHADORES EM EMPRESAS DE TRANSPORTE METROVIARIOS E CONEXOS DO ESTADO DE PERNMensalidadeUCO";"Faixas Etárias Vazias";"Qnt_Faixa_Etaria: ""(vazio)"", Faixa_Etaria: ""(vazio)""";"Proposta sem discriminação de faixas etárias; cálculo baseado apenas no total de vidas consolidado";"Manter vazio; cadastrar faixas somente se fornecidas formalmente pelo corretor"
"265";"LABI EXAMES S/A";"Faixas Etárias Vazias";"Qnt_Faixa_Etaria: ""(vazio)"", Faixa_Etaria: ""(vazio)""";"Proposta sem discriminação de faixas etárias; cálculo baseado apenas no total de vidas consolidado";"Manter vazio; cadastrar faixas somente se fornecidas formalmente pelo corretor"
"266";"R CRUZ SUPERMERCADO LTDA";"Faixas Etárias Vazias";"Qnt_Faixa_Etaria: ""(vazio)"", Faixa_Etaria: ""(vazio)""";"Proposta sem discriminação de faixas etárias; cálculo baseado apenas no total de vidas consolidado";"Manter vazio; cadastrar faixas somente se fornecidas formalmente pelo corretor"
"268";"ASSOCIACAO DE PROTECAO A MATERNIDADE E INFANCIA UBAIRA";"Faixas Etárias Vazias";"Qnt_Faixa_Etaria: ""(vazio)"", Faixa_Etaria: ""(vazio)""";"Proposta sem discriminação de faixas etárias; cálculo baseado apenas no total de vidas consolidado";"Manter vazio; cadastrar faixas somente se fornecidas formalmente pelo corretor"
"269";"RPL ENGENHARIA E SERVICOS";"Faixas Etárias Vazias";"Qnt_Faixa_Etaria: ""(vazio)"", Faixa_Etaria: ""(vazio)""";"Proposta sem discriminação de faixas etárias; cálculo baseado apenas no total de vidas consolidado";"Manter vazio; cadastrar faixas somente se fornecidas formalmente pelo corretor"
"270";"NORDE SERVICOS DE ESCRITORIO LTDA";"Faixas Etárias Vazias";"Qnt_Faixa_Etaria: ""(vazio)"", Faixa_Etaria: ""(vazio)""";"Proposta sem discriminação de faixas etárias; cálculo baseado apenas no total de vidas consolidado";"Manter vazio; cadastrar faixas somente se fornecidas formalmente pelo corretor"
"271";"PLANTAO SERVICO DE TELECOMUNICACAO LTDA";"Faixas Etárias Vazias";"Qnt_Faixa_Etaria: ""(vazio)"", Faixa_Etaria: ""(vazio)""";"Proposta sem discriminação de faixas etárias; cálculo baseado apenas no total de vidas consolidado";"Manter vazio; cadastrar faixas somente se fornecidas formalmente pelo corretor"
"273";"CEMITERIO E CREMATORIO SAO PAULO";"Faixas Etárias Vazias";"Qnt_Faixa_Etaria: ""(vazio)"", Faixa_Etaria: ""(vazio)""";"Proposta sem discriminação de faixas etárias; cálculo baseado apenas no total de vidas consolidado";"Manter vazio; cadastrar faixas somente se fornecidas formalmente pelo corretor"
"274";"ZARA ALIMENTACAO LTDA";"Faixas Etárias Vazias";"Qnt_Faixa_Etaria: ""(vazio)"", Faixa_Etaria: ""(vazio)""";"Proposta sem discriminação de faixas etárias; cálculo baseado apenas no total de vidas consolidado";"Manter vazio; cadastrar faixas somente se fornecidas formalmente pelo corretor"
"275";"LAVOURA E PECUARIA IGARASHI LTDA EM RECUPERACAO JUDICIAL";"Faixas Etárias Vazias";"Qnt_Faixa_Etaria: ""(vazio)"", Faixa_Etaria: ""(vazio)""";"Proposta sem discriminação de faixas etárias; cálculo baseado apenas no total de vidas consolidado";"Manter vazio; cadastrar faixas somente se fornecidas formalmente pelo corretor"
"276";"CONSORCIO JBR/ ASTEP SUPERVISAO DNIT/PE";"Faixas Etárias Vazias";"Qnt_Faixa_Etaria: ""(vazio)"", Faixa_Etaria: ""(vazio)""";"Proposta sem discriminação de faixas etárias; cálculo baseado apenas no total de vidas consolidado";"Manter vazio; cadastrar faixas somente se fornecidas formalmente pelo corretor"
"277";"ALESSANDRA CALADO PINHO PESSOA";"Faixas Etárias Vazias";"Qnt_Faixa_Etaria: ""(vazio)"", Faixa_Etaria: ""(vazio)""";"Proposta sem discriminação de faixas etárias; cálculo baseado apenas no total de vidas consolidado";"Manter vazio; cadastrar faixas somente se fornecidas formalmente pelo corretor"
"278";"GENERAL GOODS";"Faixas Etárias Vazias";"Qnt_Faixa_Etaria: ""(vazio)"", Faixa_Etaria: ""(vazio)""";"Proposta sem discriminação de faixas etárias; cálculo baseado apenas no total de vidas consolidado";"Manter vazio; cadastrar faixas somente se fornecidas formalmente pelo corretor"
"280";"UHT INVESTIMENTOS PARTICIPACOES E EMPREENDIMENTOS LTDA";"Faixas Etárias Vazias";"Qnt_Faixa_Etaria: ""(vazio)"", Faixa_Etaria: ""(vazio)""";"Proposta sem discriminação de faixas etárias; cálculo baseado apenas no total de vidas consolidado";"Manter vazio; cadastrar faixas somente se fornecidas formalmente pelo corretor"
"281";"CMT INDUSTRIA E COMERCIO DE MOVEIS";"Faixas Etárias Vazias";"Qnt_Faixa_Etaria: ""(vazio)"", Faixa_Etaria: ""(vazio)""";"Proposta sem discriminação de faixas etárias; cálculo baseado apenas no total de vidas consolidado";"Manter vazio; cadastrar faixas somente se fornecidas formalmente pelo corretor"
"282";"MAX SERVICOS ASSESORIA EMPRESARIAL";"Faixas Etárias Vazias";"Qnt_Faixa_Etaria: ""(vazio)"", Faixa_Etaria: ""(vazio)""";"Proposta sem discriminação de faixas etárias; cálculo baseado apenas no total de vidas consolidado";"Manter vazio; cadastrar faixas somente se fornecidas formalmente pelo corretor"
"283";"CLINIPAR SEVICOS MEDICOS LTDA";"Faixas Etárias Vazias";"Qnt_Faixa_Etaria: ""(vazio)"", Faixa_Etaria: ""(vazio)""";"Proposta sem discriminação de faixas etárias; cálculo baseado apenas no total de vidas consolidado";"Manter vazio; cadastrar faixas somente se fornecidas formalmente pelo corretor"
"284";"WORLD SIGN COMERCIO LTDA";"Faixas Etárias Vazias";"Qnt_Faixa_Etaria: ""(vazio)"", Faixa_Etaria: ""(vazio)""";"Proposta sem discriminação de faixas etárias; cálculo baseado apenas no total de vidas consolidado";"Manter vazio; cadastrar faixas somente se fornecidas formalmente pelo corretor"
"285";"SINDICATO DOS ESTIVADORES NOS PORTOS DO ESTADO DE PERNMensalidadeUCO";"Faixas Etárias Vazias";"Qnt_Faixa_Etaria: ""(vazio)"", Faixa_Etaria: ""(vazio)""";"Proposta sem discriminação de faixas etárias; cálculo baseado apenas no total de vidas consolidado";"Manter vazio; cadastrar faixas somente se fornecidas formalmente pelo corretor"
"286";"CH MINERAÇÃO E COMERCIO DE MINERIOS LTDA";"Faixas Etárias Vazias";"Qnt_Faixa_Etaria: ""(vazio)"", Faixa_Etaria: ""(vazio)""";"Proposta sem discriminação de faixas etárias; cálculo baseado apenas no total de vidas consolidado";"Manter vazio; cadastrar faixas somente se fornecidas formalmente pelo corretor"
"287";"CONDOMINIO PATIO JARDINS";"Faixas Etárias Vazias";"Qnt_Faixa_Etaria: ""(vazio)"", Faixa_Etaria: ""(vazio)""";"Proposta sem discriminação de faixas etárias; cálculo baseado apenas no total de vidas consolidado";"Manter vazio; cadastrar faixas somente se fornecidas formalmente pelo corretor"
"288";"NMS SERVICOS LTDA";"Faixas Etárias Vazias";"Qnt_Faixa_Etaria: ""(vazio)"", Faixa_Etaria: ""(vazio)""";"Proposta sem discriminação de faixas etárias; cálculo baseado apenas no total de vidas consolidado";"Manter vazio; cadastrar faixas somente se fornecidas formalmente pelo corretor"
"289";"PRIME CONECT LTDA";"Faixas Etárias Vazias";"Qnt_Faixa_Etaria: ""(vazio)"", Faixa_Etaria: ""(vazio)""";"Proposta sem discriminação de faixas etárias; cálculo baseado apenas no total de vidas consolidado";"Manter vazio; cadastrar faixas somente se fornecidas formalmente pelo corretor"
"290";"TEBY PLASTICOS E FERRAMENTAS LTDA";"Faixas Etárias Vazias";"Qnt_Faixa_Etaria: ""(vazio)"", Faixa_Etaria: ""(vazio)""";"Proposta sem discriminação de faixas etárias; cálculo baseado apenas no total de vidas consolidado";"Manter vazio; cadastrar faixas somente se fornecidas formalmente pelo corretor"
"291";"VT ACADEMIA/ VB QUADRAMARES/ VB INTERMARES";"Faixas Etárias Vazias";"Qnt_Faixa_Etaria: ""(vazio)"", Faixa_Etaria: ""(vazio)""";"Proposta sem discriminação de faixas etárias; cálculo baseado apenas no total de vidas consolidado";"Manter vazio; cadastrar faixas somente se fornecidas formalmente pelo corretor"
"293";"NPE SERVICE MANUTENCAO E MONTAGEM S.A";"Faixas Etárias Vazias";"Qnt_Faixa_Etaria: ""(vazio)"", Faixa_Etaria: ""(vazio)""";"Proposta sem discriminação de faixas etárias; cálculo baseado apenas no total de vidas consolidado";"Manter vazio; cadastrar faixas somente se fornecidas formalmente pelo corretor"
"294";"UBA USINA DE BENEFICIAMENTO MensalidadeIENTAL LTDA / ATREVIDA SOLUCOES EM";"Faixas Etárias Vazias";"Qnt_Faixa_Etaria: ""(vazio)"", Faixa_Etaria: ""(vazio)""";"Proposta sem discriminação de faixas etárias; cálculo baseado apenas no total de vidas consolidado";"Manter vazio; cadastrar faixas somente se fornecidas formalmente pelo corretor"
"295";"DUE EMPREENDIMENTOS IMOBILIARIOS LTDA";"Faixas Etárias Vazias";"Qnt_Faixa_Etaria: ""(vazio)"", Faixa_Etaria: ""(vazio)""";"Proposta sem discriminação de faixas etárias; cálculo baseado apenas no total de vidas consolidado";"Manter vazio; cadastrar faixas somente se fornecidas formalmente pelo corretor"
"300";"RIZOMA ENGENHARIA PAISAGISMO E SERVICOS LTDA";"Faixas Etárias Vazias";"Qnt_Faixa_Etaria: ""(vazio)"", Faixa_Etaria: ""(vazio)""";"Proposta sem discriminação de faixas etárias; cálculo baseado apenas no total de vidas consolidado";"Manter vazio; cadastrar faixas somente se fornecidas formalmente pelo corretor"
"301";"INDUSTRIA DE BEBIDAS SAO MIGUEL LTDA";"Faixas Etárias Vazias";"Qnt_Faixa_Etaria: ""(vazio)"", Faixa_Etaria: ""(vazio)""";"Proposta sem discriminação de faixas etárias; cálculo baseado apenas no total de vidas consolidado";"Manter vazio; cadastrar faixas somente se fornecidas formalmente pelo corretor"
"303";"MINERAL MINERIOS DA BAHIA LTDA";"Faixas Etárias Vazias";"Qnt_Faixa_Etaria: ""(vazio)"", Faixa_Etaria: ""(vazio)""";"Proposta sem discriminação de faixas etárias; cálculo baseado apenas no total de vidas consolidado";"Manter vazio; cadastrar faixas somente se fornecidas formalmente pelo corretor"
"304";"GRUPO TOKAI";"Faixas Etárias Vazias";"Qnt_Faixa_Etaria: ""(vazio)"", Faixa_Etaria: ""(vazio)""";"Proposta sem discriminação de faixas etárias; cálculo baseado apenas no total de vidas consolidado";"Manter vazio; cadastrar faixas somente se fornecidas formalmente pelo corretor"
"307";"GOTEMBURGO VEICULOS LTDA";"Faixas Etárias Vazias";"Qnt_Faixa_Etaria: ""(vazio)"", Faixa_Etaria: ""(vazio)""";"Proposta sem discriminação de faixas etárias; cálculo baseado apenas no total de vidas consolidado";"Manter vazio; cadastrar faixas somente se fornecidas formalmente pelo corretor"
"308";"CH MINERAÇÃO E COMERCIO DE MINERIOS LTDA";"Faixas Etárias Vazias";"Qnt_Faixa_Etaria: ""(vazio)"", Faixa_Etaria: ""(vazio)""";"Proposta sem discriminação de faixas etárias; cálculo baseado apenas no total de vidas consolidado";"Manter vazio; cadastrar faixas somente se fornecidas formalmente pelo corretor"
"309";"AGRO INDUSTRIAIS DO VALE DO SÃO FRANCISCO S/A AGROVALE";"Faixas Etárias Vazias";"Qnt_Faixa_Etaria: ""(vazio)"", Faixa_Etaria: ""(vazio)""";"Proposta sem discriminação de faixas etárias; cálculo baseado apenas no total de vidas consolidado";"Manter vazio; cadastrar faixas somente se fornecidas formalmente pelo corretor"
"310";"AGRO INDUSTRIAIS DO VALE DO SÃO FRANCISCO S/A AGROVALE";"Faixas Etárias Vazias";"Qnt_Faixa_Etaria: ""(vazio)"", Faixa_Etaria: ""(vazio)""";"Proposta sem discriminação de faixas etárias; cálculo baseado apenas no total de vidas consolidado";"Manter vazio; cadastrar faixas somente se fornecidas formalmente pelo corretor"
"311";"BOTEQUIM SÃO PAULO";"Faixas Etárias Vazias";"Qnt_Faixa_Etaria: ""(vazio)"", Faixa_Etaria: ""(vazio)""";"Proposta sem discriminação de faixas etárias; cálculo baseado apenas no total de vidas consolidado";"Manter vazio; cadastrar faixas somente se fornecidas formalmente pelo corretor"
"312";"VAZ EXPRESS LTDA ( DOCELANDIA)";"Faixas Etárias Vazias";"Qnt_Faixa_Etaria: ""(vazio)"", Faixa_Etaria: ""(vazio)""";"Proposta sem discriminação de faixas etárias; cálculo baseado apenas no total de vidas consolidado";"Manter vazio; cadastrar faixas somente se fornecidas formalmente pelo corretor"
"313";"ITAYA ENGENHARIA CONSTRUCAO E MANUTENCAO LTDA";"Faixas Etárias Vazias";"Qnt_Faixa_Etaria: ""(vazio)"", Faixa_Etaria: ""(vazio)""";"Proposta sem discriminação de faixas etárias; cálculo baseado apenas no total de vidas consolidado";"Manter vazio; cadastrar faixas somente se fornecidas formalmente pelo corretor"
"314";"YACHT CLUBE DA BAHIA";"Faixas Etárias Vazias";"Qnt_Faixa_Etaria: ""(vazio)"", Faixa_Etaria: ""(vazio)""";"Proposta sem discriminação de faixas etárias; cálculo baseado apenas no total de vidas consolidado";"Manter vazio; cadastrar faixas somente se fornecidas formalmente pelo corretor"
"315";"REISTAR INDUSTRIA E COMERCIO DE ELETRONICOS LTDA";"Faixas Etárias Vazias";"Qnt_Faixa_Etaria: ""(vazio)"", Faixa_Etaria: ""(vazio)""";"Proposta sem discriminação de faixas etárias; cálculo baseado apenas no total de vidas consolidado";"Manter vazio; cadastrar faixas somente se fornecidas formalmente pelo corretor"
"316";"DERALDO RIOS";"Faixas Etárias Vazias";"Qnt_Faixa_Etaria: ""(vazio)"", Faixa_Etaria: ""(vazio)""";"Proposta sem discriminação de faixas etárias; cálculo baseado apenas no total de vidas consolidado";"Manter vazio; cadastrar faixas somente se fornecidas formalmente pelo corretor"
"318";"MEMORIATEC INTELIGENCIA DOCUMENTAL LTDA";"Faixas Etárias Vazias";"Qnt_Faixa_Etaria: ""(vazio)"", Faixa_Etaria: ""(vazio)""";"Proposta sem discriminação de faixas etárias; cálculo baseado apenas no total de vidas consolidado";"Manter vazio; cadastrar faixas somente se fornecidas formalmente pelo corretor"
"319";"MACAM COMERCIO IMP E EXP DE ALIMENTOS LTDA";"Faixas Etárias Vazias";"Qnt_Faixa_Etaria: ""(vazio)"", Faixa_Etaria: ""(vazio)""";"Proposta sem discriminação de faixas etárias; cálculo baseado apenas no total de vidas consolidado";"Manter vazio; cadastrar faixas somente se fornecidas formalmente pelo corretor"
"320";"PARANAPANEMA S/A";"Faixas Etárias Vazias";"Qnt_Faixa_Etaria: ""(vazio)"", Faixa_Etaria: ""(vazio)""";"Proposta sem discriminação de faixas etárias; cálculo baseado apenas no total de vidas consolidado";"Manter vazio; cadastrar faixas somente se fornecidas formalmente pelo corretor"
